,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Origem,Matrícula,Valor Fixo,Série
5123,2015,Classe 1,Diesel,Usados,8075544248,Renault,130 cv,160 429 km,Monovolume,Manual,Importado,,Sim,
5124,2019,,Gasolina,Usados,8070001589,Peugeot,72 cv,17 003 km,Pequeno citadino,Manual,,09-XH-76,Sim,
5125,2002,Classe 1,GPL,Usados,8075545330,Nissan,115 cv,249 876 km,Sedan,Manual,Nacional,,,
5126,2008,,Diesel,Usados,8057630525,BMW,245 cv,140 000 km,Sedan,Automática,,,,Série 7
5127,2013,Classe 1,Diesel,Usados,8072372239,BMW,184 cv,170 000 km,Coupé,Automática,Importado,,Sim,Série 4
5128,2014,,Diesel,Usados,8072347813,Honda,120 cv,84 010 km,SUV / TT,Manual,,82-PG-83,Sim,
5129,2017,,Diesel,Usados,8073050567,Citroën,100 cv,46 500 km,Utilitário,Manual,,70-SI-31,Sim,
5130,2016,Classe 1,Eléctrico,Usados,8070988465,Nissan,110 cv,29 966 km,Utilitário,Automática,,,Sim,
5131,2017,,Diesel,Usados,8075545615,Peugeot,75 cv,52 334 km,Citadino,Manual,,19-SX-93,Sim,
5132,2006,Classe 1,Híbrido (Gasolina),Usados,8075545512,Toyota,77 cv,195 000 km,Sedan,Automática,Nacional,93-BX-84,,
5133,2016,Classe 1,Eléctrico,Usados,8070988465,Nissan,110 cv,29 966 km,Utilitário,Automática,,,Sim,
5134,2016,,Diesel,Usados,8075536341,Mercedes-Benz,136 cv,186 000 km,Carrinha,Automática,,,Sim,Classe C
5135,2014,,Diesel,Usados,8075535705,Mercedes-Benz,116 cv,192 000 km,Carrinha,Manual,,,Sim,Classe C
5136,2015,Classe 1,Diesel,Usados,8070893153,Peugeot,75 cv,68 300 km,Carrinha,Manual,Nacional,,,
5137,2018,,Diesel,Usados,8073050582,Mazda,105 cv,44 000 km,SUV / TT,Manual,,10-UC-58,Sim,
5138,2007,Classe 1,Gasolina,Usados,8070909977,Smart,71 cv,47 640 km,Pequeno citadino,Semi-automática,Nacional,,,
5139,2010,Classe 1,Diesel,Usados,8075544799,Mercedes-Benz,170 cv,338 040 km,Carrinha,Manual,,,,Classe C
5140,2010,Classe 1,Diesel,Usados,8075543480,Renault,110 cv,1 700 000 km,Citadino,Manual,,,,
5141,2019,Classe 1,Gasolina,Usados,8074271884,Fiat,120 cv,4 km,SUV / TT,Manual,,,,
5142,2018,Classe 1,Diesel,Usados,8075544105,Peugeot,120 cv,65 000 km,Monovolume,Automática,,,,
5143,2017,Classe 1,Diesel,Usados,8057614436,SEAT,190 cv,35 000 km,SUV / TT,Automática,Nacional,,,
5144,2015,,Híbrido (Gasolina),Usados,8075537944,Mercedes-Benz,300 cv,126 000 km,Carrinha,,,,Sim,Classe C
5145,2016,,Diesel,Usados,8074235317,Kia,136 cv,33 564 km,Citadino,Manual,,32-QU-35,Sim,
5146,2004,Classe 1,Diesel,Usados,8075544849,Renault,100 cv,2 100 000 km,Carrinha,Manual,,,,
5147,2014,,Diesel,Usados,8075545652,SEAT,110 cv,169 000 km,Carrinha,Manual,Nacional,,,
5148,2019,Classe 1,Gasolina,Usados,8074271884,Fiat,120 cv,4 km,SUV / TT,Manual,,,,
5149,2013,Classe 1,Diesel,Usados,8072372239,BMW,184 cv,170 000 km,Coupé,Automática,Importado,,Sim,Série 4
5150,2015,,Diesel,Usados,8075544367,Mercedes-Benz,116 cv,150 000 km,Carrinha,Manual,,,,Classe C
5151,2014,Classe 1,Diesel,Usados,8067806492,Citroën,100 cv,146 844 km,Utilitário,Manual,,,,
5152,2010,,Diesel,Usados,8049790582,Jaguar,240 cv,75 000 km,Sedan,Automática,Nacional,,,
5153,2016,Classe 1,Diesel,Usados,8057588966,Citroën,120 cv,119 000 km,Monovolume,Automática,,,,
5154,2015,Classe 1,Diesel,Usados,8075541014,Mercedes-Benz,170 cv,80 000 km,Coupé,Automática,,,,Classe C
5155,2006,Classe 1,Diesel,Usados,8075544748,BMW,163 cv,264 200 km,Carrinha,Manual,Nacional,,,Série 5
5156,2015,Classe 1,Diesel,Usados,8075505825,Nissan,110 cv,119 000 km,SUV / TT,Manual,,,,
5157,2007,Classe 1,Diesel,Usados,8075736744,Mercedes-Benz,109 cv,212 000 km,Monovolume,Automática,Importado,,,Classe A
5158,2016,,Diesel,Usados,8056148238,BMW,116 cv,129 000 km,Utilitário,Manual,,,,Série 1
5159,2014,Classe 1,Diesel,Usados,8060686761,Opel,140 cv,182 000 km,Carrinha,Manual,Nacional,18-OC-57,,
5160,2015,Classe 1,Diesel,Usados,8066270621,Peugeot,115 cv,96 300 km,Monovolume,Manual,,,,
5161,2006,Classe 1,Diesel,Usados,8075541867,Opel,75 cv,171 619 km,Citadino,Manual,,,,
5162,2018,,Gasolina,Usados,8074233767,Toyota,72 cv,16 133 km,Citadino,Manual,Nacional,21VP03,Sim,
5163,2019,,Gasolina,Usados,8075533535,Hyundai,120 cv,16 000 km,Citadino,,,,,
5164,2010,Classe 1,Diesel,Usados,8075542980,VW,105 cv,310 000 km,Utilitário,Manual,Nacional,,,
5165,2016,,Diesel,Usados,8075542382,BMW,150 cv,62 000 km,Utilitário,Manual,Importado,25-VG-52,Sim,Série 4
5166,2018,,Diesel,Usados,8072802841,Mercedes-Benz,204 cv,26 000 km,SUV / TT,Automática,,,,Classe GLC
5167,2016,Classe 1,Diesel,Usados,8075507155,MINI,95 cv,122 000 km,Citadino,Manual,,,,
5168,2014,,Diesel,Usados,8075535705,Mercedes-Benz,116 cv,192 000 km,Carrinha,Manual,,,Sim,Classe C
5169,2019,,Híbrido (Gasolina),Usados,8074233691,Toyota,180 cv,13 528 km,Carrinha,Automática,Nacional,15ZE46,Sim,
5170,2019,,Gasolina,Usados,8075542031,Fiat,69 cv,14 584 km,Cabrio,Manual,,89-XF-50,Sim,
5171,2019,,Híbrido (Gasolina),Usados,8074233753,Toyota,100 cv,10 690 km,Citadino,Automática,Nacional,54ZD53,Sim,
5172,2008,,Diesel,Usados,8075595697,Audi,143 cv,291 222 km,Carrinha,,,,,
5173,2018,Classe 1,Diesel,Usados,8072985250,VW,150 cv,39 850 km,Monovolume,Automática,Nacional,72-UQ-11,Sim,
5174,2014,,Gasolina,Usados,8075542291,Renault,90 cv,71 100 km,Citadino,Manual,Nacional,21-OQ-35,Sim,
5175,2016,,Diesel,Usados,8075542279,Dacia,110 cv,45 000 km,SUV / TT,Manual,Nacional,57-RO-76,Sim,
5176,2006,,Diesel,Usados,8075542057,Nissan,171 cv,191 000 km,SUV / TT,Manual,Nacional,,,
5177,2018,,Diesel,Usados,8075542349,Renault,90 cv,27 391 km,Citadino,Manual,Nacional,32-UP-61,Sim,
5178,2019,,Gasolina,Usados,8074233760,Toyota,72 cv,12 628 km,Pequeno citadino,Manual,Nacional,39XJ32,Sim,
5179,2016,,Diesel,Usados,8075536341,Mercedes-Benz,136 cv,186 000 km,Carrinha,Automática,,,Sim,Classe C
5180,2018,,Gasolina,Usados,8074233957,Hyundai,120 cv,8 500 km,Utilitário,Manual,Nacional,45-VH-30,Sim,
5181,2019,Classe 1,Gasolina,Usados,8075542037,Smart,90 cv,1 km,Citadino,Automática,Nacional,22-ZQ-82,,
5182,2017,Classe 1,Gasolina,Usados,8075542979,Fiat,69 cv,43 000 km,Citadino,Manual,Nacional,,,
5183,2015,,Diesel,Usados,8074233949,Toyota,144 cv,128 301 km,SUV / TT,Manual,Nacional,41-PR-60,Sim,
5184,2007,Classe 1,Gasolina,Usados,8075619880,Chevrolet,94 cv,99 896 km,Citadino,Manual,Nacional,,,
5185,2019,,Gasolina,Usados,8074233756,Toyota,72 cv,12 901 km,Pequeno citadino,Manual,Nacional,38XJ91,Sim,
5186,2015,Classe 1,Diesel,Usados,8075542207,Peugeot,120 cv,167 000 km,Carrinha,Manual,,,,
5187,2016,Classe 1,Diesel,Usados,8075517722,BMW,163 cv,155 000 km,Carrinha,Automática,,,,Série 3
5188,2017,Classe 1,Diesel,Usados,8059525428,BMW,190 cv,37 000 km,Carrinha,Automática,Nacional,84-UB-30,,Série 5
5189,2017,Classe 1,Diesel,Usados,8059525428,BMW,190 cv,37 000 km,Carrinha,Automática,Nacional,84-UB-30,,Série 5
5190,2018,,Diesel,Usados,8072802841,Mercedes-Benz,204 cv,26 000 km,SUV / TT,Automática,,,,Classe GLC
5191,2016,,Diesel,Usados,8075542366,Opel,136 cv,82 000 km,Monovolume,Manual,Nacional,88-RF-96,Sim,
5192,2014,,Diesel,Usados,8075542306,Kia,128 cv,95 106 km,Carrinha,Manual,Nacional,96-PA-99,Sim,
5193,2015,,Híbrido (Gasolina),Usados,8075537944,Mercedes-Benz,300 cv,126 000 km,Carrinha,,,,Sim,Classe C
5194,2017,,Gasolina,Usados,8074233699,Toyota,69 cv,27 187 km,Pequeno citadino,Manual,Nacional,67TL37,Sim,
5195,2007,Classe 1,Gasolina,Usados,8075619880,Chevrolet,94 cv,99 896 km,Citadino,Manual,Nacional,,,
5196,2008,,Diesel,Usados,8075595697,Audi,143 cv,291 222 km,Carrinha,,,,,
5197,2009,,Diesel,Usados,8049262201,Mercedes-Benz,170 cv,128 000 km,SUV / TT,Automática,,,,Classe GLK
5198,2015,Classe 1,Diesel,Usados,8075541014,Mercedes-Benz,170 cv,80 000 km,Coupé,Automática,,,,Classe C
5199,2005,Classe 1,Gasolina,Usados,8075542379,Opel,90 cv,1 700 000 km,Utilitário,Manual,,,,
5200,2019,,Gasolina,Usados,8070727459,Citroën,82 cv,17 268 km,Sedan,Manual,Nacional,22-XH-50,Sim,
5201,2017,Classe 1,Diesel,Usados,8075506447,Peugeot,120 cv,115 000 km,SUV / TT,Manual,,,,
5202,2005,Classe 1,Diesel,Usados,8075541487,Opel,150 cv,259 523 km,Utilitário,Manual,Nacional,,,
5203,2015,,Diesel,Usados,8037789173,BMW,258 cv,145 000 km,Carrinha,Automática,,,,Série 5
5204,2014,Classe 1,Diesel,Usados,8075683640,Renault,90 cv,190 000 km,Carrinha,Manual,Importado,,,
5205,2018,Classe 1,Diesel,Usados,8063254607,Renault,110 cv,27 918 km,SUV / TT,Manual,Nacional,,,
5206,2014,,Diesel,Usados,8075541571,Mercedes-Benz,109 cv,88 979 km,Utilitário,Manual,,27-OR-28,Sim,Classe B
5207,2017,,Diesel,Usados,8075541407,Toyota,150 cv,48 340 km,SUV / TT,Manual,Nacional,11TP62,Sim,
5208,2014,Classe 1,Híbrido (Gasolina),Usados,8070522192,Porsche,416 cv,81 600 km,Sedan,Automática,Importado,75-RM-36,Sim,
5209,2017,,Híbrido (Gasolina),Usados,8075541740,Toyota,122 cv,70 000 km,SUV / TT,Automática,Nacional,96TC39,Sim,
5210,2018,Classe 1,Diesel,Usados,8065064183,Opel,110 cv,39 000 km,Carrinha,Manual,Nacional,61-UF-30,,
5211,2004,,Diesel,Usados,8063241684,Renault,80 cv,216 000 km,Carrinha,Manual,Nacional,,,
5212,2019,,Gasolina,Usados,8070727791,Peugeot,83 cv,23 703 km,SUV / TT,Manual,Nacional,74-XC-10,Sim,
5213,2019,,Gasolina,Usados,8069074421,Peugeot,82 cv,19 267 km,Citadino,Manual,Nacional,00-XD-31,Sim,
5214,2014,Classe 1,Diesel,Usados,8075683640,Renault,90 cv,190 000 km,Carrinha,Manual,Importado,,,
5215,2018,,Diesel,Usados,8070414470,Citroën,120 cv,64 876 km,Monovolume,Manual,Nacional,98-UR-50,Sim,
5216,2019,,Gasolina,Usados,8057483511,DS,155 cv,1 441 km,SUV / TT,Automática,Nacional,18-XO-78,Sim,
5217,2015,Classe 1,Diesel,Usados,8059858911,Peugeot,120 cv,160 546 km,Carrinha,Manual,,,Sim,
5218,2008,Classe 1,Diesel,Usados,8075541490,Kia,115 cv,62 800 km,Carrinha,Manual,Nacional,,,
5219,2019,,Gasolina,Usados,8069282403,Peugeot,82 cv,19 350 km,Citadino,Manual,Nacional,05-XH-78,Sim,
5220,2015,Classe 1,Diesel,Usados,8067787227,Ford,115 cv,107 161 km,Monovolume,Manual,,,,
5221,2018,,Híbrido (Gasolina),Usados,8075541762,Toyota,137 cv,41 841 km,Utilitário,Automática,Nacional,82UP21,Sim,
5222,2008,Classe 1,Diesel,Usados,8075541587,BMW,177 cv,260 000 km,Carrinha,Manual,,,,Série 3
5223,2019,,Gasolina,Usados,8065815998,Peugeot,82 cv,19 409 km,Citadino,Manual,Nacional,08-XH-41,Sim,
5224,2014,Classe 1,Gasolina,Usados,8070384932,Ferrari,560 cv,27 900 km,Coupé,Automática,Importado,36-ZG-69,Sim,
5225,2019,,Híbrido (Gasolina),Usados,8075541522,Toyota,122 cv,5 000 km,Utilitário,Automática,Nacional,43XE52,Sim,
5226,2015,Classe 1,Diesel,Usados,8059858911,Peugeot,120 cv,160 546 km,Carrinha,Manual,,,Sim,
5227,2018,Classe 1,Diesel,Usados,8065064183,Opel,110 cv,39 000 km,Carrinha,Manual,Nacional,61-UF-30,,
5228,2018,,Diesel,Usados,8051185239,Hyundai,116 cv,5 863 km,Sedan,Manual,Nacional,97-VR-24,Sim,
5229,2019,,Gasolina,Usados,8070727451,Citroën,82 cv,16 643 km,Citadino,Manual,Nacional,41-XF-81,Sim,
5230,2018,,Diesel,Usados,8065653461,Nissan,115 cv,17 500 km,SUV / TT,Manual,Nacional,06-VU-02,,
5231,2015,,Híbrido (Gasolina),Usados,8075541754,Toyota,100 cv,47 998 km,Citadino,Manual,Nacional,21QN85,Sim,
5232,2014,,Híbrido (Gasolina),Usados,8075541746,Toyota,100 cv,48 500 km,Citadino,Automática,Nacional,26OI18,Sim,
5233,2020,Classe 1,Gasolina,Usados,8075541660,Mazda,90 cv,1 000 km,Citadino,Manual,Nacional,67-ZT-46,,
5234,2019,,Gasolina,Usados,8069489449,Peugeot,83 cv,18 996 km,SUV / TT,Manual,Nacional,79-XG-60,Sim,
5235,2018,,Diesel,Usados,8065653461,Nissan,115 cv,17 500 km,SUV / TT,Manual,Nacional,06-VU-02,,
5236,2015,Classe 1,Diesel,Usados,8066270621,Peugeot,115 cv,96 300 km,Monovolume,Manual,,,,
5237,2012,Classe 1,Diesel,Usados,8055994516,Audi,150 cv,169 000 km,Carrinha,Manual,,,,
5238,2011,,Diesel,Usados,8075540833,MINI,143 cv,78 000 km,Citadino,Manual,,,Sim,
5239,2012,Classe 1,Diesel,Usados,8063808582,Audi,177 cv,160 000 km,Carrinha,Manual,Nacional,,Sim,
5240,2006,Classe 1,Diesel,Usados,8072260012,Alfa Romeo,150 cv,199 800 km,Carrinha,Manual,Nacional,87-BP-75,,
5241,2016,,Gasolina,Usados,8066063279,BMW,109 cv,100 000 km,Utilitário,Manual,,15-ZP-23,Sim,Série 1
5242,1991,Classe 1,Gasolina,Usados,8070995961,Mercedes-Benz,190 cv,194 000 km,Cabrio,Automática,,,,Classe SL
5243,2008,,Diesel,Usados,8075540693,Mercedes-Benz,224 cv,184 000 km,Sedan,Automática,Nacional,,,Classe CLS
5244,2019,,Diesel,Usados,8075540985,Mitsubishi,181 cv,1 km,SUV / TT,Manual,Nacional,,,
5245,2016,Classe 1,Diesel,Usados,8075539860,Alfa Romeo,95 cv,38 200 km,Utilitário,Manual,Nacional,,,
5246,2014,Classe 1,Diesel,Usados,8073727736,Volvo,115 cv,189 189 km,Sedan,Manual,Importado,,,
5247,2015,,Diesel,Usados,8075540405,Volvo,120 cv,128 600 km,Sedan,Manual,,,,
5248,2013,Classe 1,Híbrido (Gasolina),Usados,8068658940,Opel,151 cv,170 000 km,Sedan,Automática,Importado,,,
5249,2018,,Diesel,Usados,8072802841,Mercedes-Benz,204 cv,26 000 km,SUV / TT,Automática,,,,Classe GLC
5250,2011,,Gasolina,Usados,8075540987,Honda,89 cv,60 000 km,Citadino,,,,,
5251,2016,,Gasolina,Usados,8066063279,BMW,109 cv,100 000 km,Utilitário,Manual,,15-ZP-23,Sim,Série 1
5252,2019,,Diesel,Usados,8075540800,Ford,120 cv,16 812 km,Carrinha,Manual,,26-XE-74,Sim,
5253,2014,,Diesel,Usados,8066374762,Peugeot,120 cv,169 000 km,Carrinha,Manual,,,,
5254,2007,Classe 1,Gasolina,Usados,8069298018,Smart,60 cv,107 193 km,Pequeno citadino,Automática,Importado,,,
5255,2015,,Diesel,Usados,8062078490,Renault,110 cv,88 438 km,Carrinha,Manual,Nacional,,Sim,
5256,2014,,Diesel,Usados,8028622005,Volvo,181 cv,185 000 km,Carrinha,Manual,Nacional,,Sim,
5257,2015,Classe 1,Gasolina,Usados,8065317893,Ford,140 cv,87 718 km,Citadino,Manual,Importado,,,
5258,2002,,Diesel,Usados,8060055077,Mercedes-Benz,141 cv,243 000 km,Utilitário,,,,,Classe E
5259,2011,Classe 1,Diesel,Usados,8075540577,Audi,143 cv,82 080 km,Carrinha,Manual,Nacional,,,
5260,2017,Classe 1,Gasolina,Usados,8074232808,Mercedes-Benz,510 cv,94 000 km,Coupé,Automática,,00-00-00,Sim,Classe C
5261,2012,,Diesel,Usados,8067802500,Kia,90 cv,101 900 km,Carrinha,Manual,Nacional,40-MZ-04,,
5262,2010,,Diesel,Usados,8075540947,Smart,54 cv,168 000 km,Pequeno citadino,Automática,,,Sim,
5263,2013,Classe 1,Diesel,Usados,8075541337,BMW,177 cv,185 000 km,Coupé,Manual,,,,Série 3
5264,2016,,Diesel,Usados,8074324174,Mazda,105 cv,60 183 km,SUV / TT,Manual,Nacional,00-00-00,Sim,
5265,2015,,Diesel,Usados,8062078490,Renault,110 cv,88 438 km,Carrinha,Manual,Nacional,,Sim,
5266,1999,,Gasolina,Usados,8075541212,Alfa Romeo,144 cv,299 000 km,Citadino,,,,,
5267,2019,,Híbrido (Gasolina),Usados,8075541300,Mitsubishi,233 cv,3 000 km,SUV / TT,Automática,Nacional,,,
5268,2010,Classe 1,Diesel,Usados,8075541131,BMW,177 cv,149 000 km,Coupé,Manual,,,,Série 1
5269,2014,,Diesel,Usados,8028622005,Volvo,181 cv,185 000 km,Carrinha,Manual,Nacional,,Sim,
5270,2009,Classe 1,Diesel,Usados,8046657173,Audi,190 cv,170 000 km,Cabrio,Manual,,,,
5271,2015,Classe 1,Diesel,Usados,8075540024,Renault,110 cv,85 000 km,Carrinha,Manual,,,,
5272,2019,,Diesel,Usados,8075540659,Mitsubishi,181 cv,1 km,SUV / TT,Manual,Nacional,,,
5273,2014,Classe 1,Híbrido (Gasolina),Usados,8074077837,Toyota,136 cv,139 000 km,Carrinha,Automática,,,,
5274,2017,Classe 1,Diesel,Usados,8075539745,DS,120 cv,34 597 km,Utilitário,Automática,Nacional,73-SN-26,,
5275,2015,Classe 1,Gasolina,Usados,8035845507,Renault,65 cv,17 000 km,Citadino,Manual,Nacional,,,
5276,2018,,Diesel,Usados,8072802841,Mercedes-Benz,204 cv,26 000 km,SUV / TT,Automática,,,,Classe GLC
5277,2009,Classe 1,Gasolina,Usados,8067354208,Honda,90 cv,116 000 km,Citadino,Manual,Nacional,,,
5278,2016,Classe 1,Diesel,Usados,8075540277,Kia,136 cv,70 000 km,Carrinha,Manual,Nacional,,,
5279,2009,Classe 1,Diesel,Usados,8075540238,Volvo,110 cv,195 000 km,Carrinha,Manual,Nacional,,,
5280,2017,,Diesel,Usados,8066277873,Mercedes-Benz,194 cv,45 680 km,Carrinha,Automática,,10-SS-12,Sim,Classe E
5281,2016,Classe 1,Diesel,Usados,8071974042,BMW,116 cv,148 938 km,Utilitário,Manual,,,Sim,Série 1
5282,2015,,Diesel,Usados,8067770172,Renault,110 cv,35 000 km,Utilitário,,,,,
5283,2012,,Gasolina,Usados,8075499146,MINI,184 cv,62 000 km,Citadino,Manual,,,,
5284,2015,Classe 1,Diesel,Usados,8075432577,Citroën,92 cv,57 500 km,Utilitário,Automática,Nacional,,,
5285,2009,,Diesel,Usados,8075767310,MINI,109 cv,176 000 km,Citadino,Manual,,,,
5286,2008,Classe 1,Diesel,Usados,8064146967,BMW,177 cv,173 000 km,Carrinha,Manual,Nacional,,,Série 3
5287,2006,Classe 1,Gasolina,Usados,8075518163,Honda,90 cv,190 000 km,Utilitário,Manual,Nacional,,,
5288,2018,,Gasolina,Usados,8049874642,Opel,105 cv,14 493 km,Utilitário,Manual,,92-UM-11,Sim,
5289,2016,Classe 1,Diesel,Usados,8075538698,Dacia,110 cv,85 000 km,Carrinha,Manual,,,,
5290,2013,Classe 1,Diesel,Usados,8072982550,Dacia,75 cv,62 456 km,Utilitário,Manual,,,,
5291,2017,Classe 1,Diesel,Usados,8074377269,VW,105 cv,85 150 km,Utilitário,Manual,,,,
5292,2010,Classe 1,Diesel,Usados,8072269000,BMW,177 cv,250 234 km,SUV / TT,Manual,Nacional,,,Série X
5293,2015,,Diesel,Usados,8072346152,Audi,136 cv,60 444 km,Carrinha,Manual,,03-PX-96,Sim,
5294,2005,Classe 1,Gasolina,Usados,8075532961,Nissan,65 cv,86 000 km,Citadino,Manual,Nacional,,Sim,
5295,2017,,Diesel,Usados,8049875134,Peugeot,180 cv,20 300 km,SUV / TT,Automática,,41-TB-85,Sim,
5296,2014,Classe 1,Diesel,Usados,8075538472,Renault,90 cv,118 000 km,Sedan,Manual,Importado,,Sim,
5297,1992,Classe 1,Gasolina,Usados,8072982767,Citroën,150 cv,11 456 km,Citadino,Manual,Nacional,,Sim,
5298,2012,,Diesel,Usados,8071687223,VW,170 cv,61 000 km,Sedan,Automática,Nacional,,Sim,
5299,2014,,Diesel,Usados,8072870656,Renault,90 cv,115 000 km,SUV / TT,,,,,
5300,2013,Classe 1,Diesel,Usados,8074226116,Renault,110 cv,194 234 km,Carrinha,Manual,,,,
5301,2008,,Diesel,Usados,8065800930,Renault,175 cv,193 000 km,Monovolume,Manual,Nacional,,,
5302,2014,,Diesel,Usados,8075612517,Volvo,190 cv,164 700 km,Utilitário,Manual,Importado,,,
5303,2014,,Diesel,Usados,8075612517,Volvo,190 cv,164 700 km,Utilitário,Manual,Importado,,,
5304,2015,Classe 1,Diesel,Usados,8072063473,Peugeot,120 cv,145 000 km,Carrinha,Manual,Importado,,,
5305,2015,,Diesel,Usados,8075539295,BMW,184 cv,125 000 km,Carrinha,,,,,Série 3
5306,2014,Classe 1,Diesel,Usados,8075539418,Mercedes-Benz,115 cv,180 000 km,Sedan,Manual,Importado,,,Classe A
5307,2012,Classe 1,Gasolina,Usados,8075538710,Toyota,69 cv,81 674 km,Citadino,Manual,Nacional,07-NA-24,Sim,
5308,2009,,Diesel,Usados,8075767310,MINI,109 cv,176 000 km,Citadino,Manual,,,,
5309,2016,Classe 1,Gasolina,Usados,8075539232,Ford,317 cv,3 000 km,Coupé,Manual,Nacional,,,
5310,2014,Classe 1,Diesel,Usados,8073026238,Peugeot,115 cv,147 000 km,Carrinha,Manual,Importado,,,
5311,2018,,Diesel,Usados,8049874681,Opel,95 cv,42 896 km,Utilitário,Manual,,01-UD-76,Sim,
5312,2019,,Diesel,Usados,8072345944,Fiat,95 cv,20 815 km,SUV / TT,Manual,,89-XC-96,Sim,
5313,2008,Classe 1,Diesel,Usados,8067524546,Peugeot,136 cv,210 000 km,Coupé,Manual,Nacional,,,
5314,2013,Classe 1,Gasolina,Usados,8074226705,Smart,60 cv,47 039 km,Pequeno citadino,Automática,Nacional,,,
5315,2015,Classe 1,Diesel,Usados,8075539025,Peugeot,120 cv,120 991 km,Carrinha,Manual,,,,
5316,2017,Classe 1,Diesel,Usados,8074377269,VW,105 cv,85 150 km,Utilitário,Manual,,,,
5317,2019,,Diesel,Usados,8075539289,Mercedes-Benz,204 cv,12 400 km,SUV / TT,Automática,Nacional,08-VX-99,,Classe GLC
5318,2015,,Diesel,Usados,8067770172,Renault,110 cv,35 000 km,Utilitário,,,,,
5319,2003,Classe 1,Diesel,Usados,8074224306,VW,130 cv,295 234 km,Monovolume,Manual,,,,
5320,2014,,Diesel,Usados,8028622005,Volvo,181 cv,185 000 km,Carrinha,Manual,Nacional,,Sim,
5321,2003,Classe 1,Diesel,Usados,8050146874,Opel,75 cv,213 567 km,Citadino,Manual,Nacional,,,
5322,2003,Classe 1,Gasolina,Usados,8064874523,Opel,100 cv,146 789 km,Monovolume,Manual,Nacional,,Sim,
5323,2015,Classe 1,Diesel,Usados,8072114939,Audi,262 cv,93 700 km,Sedan,Automática,Nacional,,Sim,
5324,2012,Classe 1,Diesel,Usados,8065207209,Skoda,75 cv,110 000 km,Carrinha,Manual,Nacional,,Sim,
5325,2016,Classe 1,Diesel,Usados,8071007204,Mercedes-Benz,194 cv,111 000 km,Sedan,Automática,,,,Classe E
5326,2015,Classe 1,Gasolina,Usados,8072335905,Skoda,75 cv,44 000 km,Carrinha,Manual,Nacional,,Sim,
5327,2016,,Gasolina,Usados,8002068180,Porsche,370 cv,59 000 km,Coupé,Automática,Importado,,Sim,911 (Todos)
5328,2015,,Diesel,Usados,8074309965,Peugeot,120 cv,150 000 km,Carrinha,,,,,
5329,2015,Classe 1,Diesel,Usados,8074211905,VW,105 cv,98 472 km,Utilitário,Manual,,00-00-00,,
5330,2017,Classe 1,Diesel,Usados,8075537247,Renault,110 cv,125 000 km,Monovolume,Manual,,,,
5331,2008,,Diesel,Usados,8050858054,MINI,110 cv,151 800 km,Carrinha,Automática,Nacional,,Sim,
5332,2014,,Diesel,Usados,8028622005,Volvo,181 cv,185 000 km,Carrinha,Manual,Nacional,,Sim,
5333,2011,Classe 1,Gasolina,Usados,8072391437,Dacia,85 cv,140 258 km,Utilitário,Manual,,,,
5334,2018,,Gasolina,Usados,8061300307,Fiat,69 cv,33 308 km,Citadino,Manual,Nacional,74-UP-89,,
5335,2018,,Diesel,Usados,8061667266,DS,120 cv,36 751 km,Utilitário,Automática,Nacional,80-UX-17,Sim,
5336,2007,Classe 1,Gasolina,Usados,8070472918,SEAT,85 cv,128 000 km,Monovolume,Manual,,,,
5337,2017,,Diesel,Usados,8047480408,Ford,120 cv,40 033 km,Carrinha,Manual,Nacional,41-SL-79,,
5338,2016,Classe 1,Gasolina,Usados,8068296062,Fiat,85 cv,59 500 km,Cabrio,Manual,,,Sim,
5339,2018,,Diesel,Usados,8049668903,Peugeot,163 cv,18 650 km,Sedan,Automática,Nacional,54-VT-50,Sim,
5340,2011,Classe 1,Diesel,Usados,8066881372,Chevrolet,150 cv,75 123 km,SUV / TT,Manual,Nacional,,,
5341,2019,,Gasolina,Usados,8074230724,Ford,85 cv,11 886 km,Citadino,Manual,,83-XE-11,Sim,
5342,2015,,Diesel,Usados,8047480405,Peugeot,120 cv,159 968 km,SUV / TT,Manual,Nacional,60-TU-99,Sim,
5343,2006,Classe 1,Diesel,Usados,8069226511,Mercedes-Benz,109 cv,198 000 km,Utilitário,Manual,Nacional,,,Classe A
5344,2000,Classe 1,Gasolina,Usados,8075538278,Renault,95 cv,273 000 km,Sedan,Manual,Nacional,,,
5345,2018,,Diesel,Usados,8047195606,Citroën,100 cv,13 724 km,Sedan,Manual,Nacional,26-US-28,,
5346,2019,Classe 1,Gasolina,Usados,8069250956,Fiat,69 cv,9 200 km,Pequeno citadino,Manual,Nacional,45-XF-09,,
5347,2016,Classe 1,Diesel,Usados,8074195870,Renault,110 cv,106 593 km,SUV / TT,Manual,,00-00-00,,
5348,2015,,Diesel,Usados,8074309965,Peugeot,120 cv,150 000 km,Carrinha,,,,,
5349,2009,,Diesel,Usados,8020627434,Opel,110 cv,259 000 km,Carrinha,Manual,Nacional,,Sim,
5350,2019,Classe 1,Gasolina,Usados,8069250956,Fiat,69 cv,9 200 km,Pequeno citadino,Manual,Nacional,45-XF-09,,
5351,2018,,Diesel,Usados,8051596612,BMW,190 cv,10 354 km,Sedan,Automática,Nacional,27-VB-78,Sim,Série 3
